Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Sensor Info,Sensor Info (300),Sensor Info (400),Sensor Info (500),Sensor Info (600),Sensor Info (700)
8/24/2024,4536-9239003534.igc,JS-3-18m,4:55:57,190044,235641,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['190140', '190142', '190155', '190157', '190244', '190245', '190632', '190634', '190643', '190644', '191223', '191224', '202152', '202206', '203649', '203652', '204058', '204107', '204110', '204112', '204129', '204130', '204254', '204256', '204307', '204312', '204320', '204339', '204350', '204357', '204417', '204424', '211312', '211313', '211450', '211452', '211458', '211500', '212435', '212501', '214101', '214102', '214902', '214904', '215622', '215624', '215738', '215813', '215909', '215914', '220603', '220605', '221435', '221515', '221529', '221532', '221537', '221539', '221602', '221603', '221742', '221746', '221811', '221837', '221852', '221855', '221901', '221907', '222347', '222357', '222458', '222517', '225718', '225826', '225856', '225858', '225922', '225937', '230132', '230137', '234641', '234700', '234812', '234813', '234924', '234926', '235635', '235636'] and [338, 302, 433, 446, 1092, 1109, 2320, 2280, 2214, 2221, 4705, 4725, 5397, 5443, 4032, 4009, 5962, 5893, 5860, 5846, 5803, 5810, 5883, 5892, 5755, 5830, 5650, 5567, 5420, 5420, 5266, 5243, 4659, 4662, 4554, 4534, 4498, 4484, 4098, 3943, 3728, 3793, 3937, 4022, 6378, 6303, 6079, 5768, 5509, 5489, 3556, 3579, 6010, 5751, 5565, 5525, 5492, 5495, 5433, 5443, 5380, 5371, 5148, 4993, 4840, 4823, 4731, 4800, 3848, 3747, 3514, 3435, 5597, 4922, 4708, 4718, 4452, 4377, 4108, 4094, 3278, 3166, 2445, 2435, 2018, 1979, 62, 62]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['190046', '190100', '202154', '202202', '204043', '204050', '204108', '204111', '204113', '204119', '204427', '204435', '204823', '204827', '205140', '205145', '210640', '210647', '211313', '211318', '211650', '211654', '212043', '212047', '212431', '212436', '212443', '212449', '212637', '212641', '212652', '212657', '212659', '212705', '212706', '212713', '212739', '212752', '214056', '214100', '214832', '214835', '214853', '214904', '214915', '214919', '214922', '214934', '215009', '215015', '215030', '215037', '215623', '215635', '215644', '215649', '215731', '215741', '215812', '215816', '215909', '215918', '220001', '220010', '220107', '220111', '220149', '220156', '220249', '220256', '220338', '220341', '220416', '220420', '220641', '220645', '221439', '221448', '221455', '221504', '221506', '221517', '221519', '221524', '221526', '221530', '221534', '221539', '221609', '221614', '221750', '221754', '221803', '221809', '221812', '221819', '221854', '221859', '222305', '222310', '222348', '222352', '222400', '222405', '222504', '222510', '224152', '224156', '224157', '224205', '224251', '224256', '224304', '224321', '224648', '224653', '225721', '225725', '225729', '225741', '225813', '225817', '225822', '225826', '225836', '225840', '225844', '225848', '225900', '225903', '225906', '225916', '225921', '225931', '225932', '225941', '230147', '230152', '230831', '230835', '230938', '230942', '234549', '234555', '234640', '234648', '234714', '234718', '234732', '234739', '234905', '234914', '234925', '234931', '234941', '234946', '234948', '234953'] and [-25, -32, 5387, 5427, 6112, 6050, 5876, 5856, 5830, 5824, 5230, 5220, 4662, 4619, 4540, 4485, 3304, 3426, 4662, 4721, 4072, 4085, 3642, 3612, 4137, 4081, 4032, 3953, 4016, 4068, 3944, 3924, 3911, 3871, 3871, 3832, 3707, 3655, 3674, 3685, 4278, 4173, 4013, 4022, 3946, 3894, 3884, 3835, 3632, 3645, 3731, 3661, 6345, 6424, 6585, 6614, 6158, 6053, 5748, 5695, 5509, 5489, 5095, 5154, 4767, 4682, 4324, 4347, 4013, 4003, 3974, 3944, 3845, 3868, 3245, 3186, 5968, 5880, 5771, 5669, 5640, 5771, 5732, 5626, 5604, 5545, 5505, 5495, 5440, 5430, 5345, 5295, 5259, 5167, 5134, 5122, 4826, 4760, 4288, 4245, 3842, 3826, 3707, 3704, 3488, 3444, 4672, 4669, 4672, 4704, 4354, 4324, 4284, 4239, 3668, 3668, 5545, 5495, 5466, 5236, 5069, 5000, 4935, 4922, 4928, 4885, 4836, 4793, 4740, 4715, 4652, 4514, 4459, 4413, 4400, 4439, 4088, 4098, 4351, 4393, 4088, 4101, 3504, 3442, 3288, 3216, 2992, 2914, 2661, 2651, 2107, 2027, 1992, 1933, 1742, 1696, 1683, 1637]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['190046', '190100', '202154', '202202', '204043', '204050', '204108', '204111', '204113', '204119', '204427', '204435', '204823', '204827', '205140', '205145', '210640', '210647', '211313', '211318', '211650', '211654', '212043', '212047', '212431', '212436', '212443', '212449', '212637', '212641', '212652', '212657', '212659', '212705', '212706', '212713', '212739', '212752', '214056', '214100', '214832', '214835', '214853', '214904', '214915', '214919', '214922', '214934', '215009', '215015', '215030', '215037', '215623', '215635', '215644', '215649', '215731', '215741', '215812', '215816', '215909', '215918', '220001', '220010', '220107', '220111', '220149', '220156', '220249', '220256', '220338', '220341', '220416', '220420', '220641', '220645', '221439', '221448', '221455', '221504', '221506', '221517', '221519', '221524', '221526', '221530', '221534', '221539', '221609', '221614', '221750', '221754', '221803', '221809', '221812', '221819', '221854', '221859', '222305', '222310', '222348', '222352', '222400', '222405', '222504', '222510', '224152', '224156', '224157', '224205', '224251', '224256', '224304', '224321', '224648', '224653', '225721', '225725', '225729', '225741', '225813', '225817', '225822', '225826', '225836', '225840', '225844', '225848', '225900', '225903', '225906', '225916', '225921', '225931', '225932', '225941', '230147', '230152', '230831', '230835', '230938', '230942', '234549', '234555', '234640', '234648', '234714', '234718', '234732', '234739', '234905', '234914', '234925', '234931', '234941', '234946', '234948', '234953'] and [-25, -32, 5387, 5427, 6112, 6050, 5876, 5856, 5830, 5824, 5230, 5220, 4662, 4619, 4540, 4485, 3304, 3426, 4662, 4721, 4072, 4085, 3642, 3612, 4137, 4081, 4032, 3953, 4016, 4068, 3944, 3924, 3911, 3871, 3871, 3832, 3707, 3655, 3674, 3685, 4278, 4173, 4013, 4022, 3946, 3894, 3884, 3835, 3632, 3645, 3731, 3661, 6345, 6424, 6585, 6614, 6158, 6053, 5748, 5695, 5509, 5489, 5095, 5154, 4767, 4682, 4324, 4347, 4013, 4003, 3974, 3944, 3845, 3868, 3245, 3186, 5968, 5880, 5771, 5669, 5640, 5771, 5732, 5626, 5604, 5545, 5505, 5495, 5440, 5430, 5345, 5295, 5259, 5167, 5134, 5122, 4826, 4760, 4288, 4245, 3842, 3826, 3707, 3704, 3488, 3444, 4672, 4669, 4672, 4704, 4354, 4324, 4284, 4239, 3668, 3668, 5545, 5495, 5466, 5236, 5069, 5000, 4935, 4922, 4928, 4885, 4836, 4793, 4740, 4715, 4652, 4514, 4459, 4413, 4400, 4439, 4088, 4098, 4351, 4393, 4088, 4101, 3504, 3442, 3288, 3216, 2992, 2914, 2661, 2651, 2107, 2027, 1992, 1933, 1742, 1696, 1683, 1637]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['190046', '190100', '202154', '202202', '204043', '204050', '204108', '204111', '204113', '204119', '204427', '204435', '204823', '204827', '205140', '205145', '210640', '210647', '211313', '211318', '211650', '211654', '212043', '212047', '212431', '212436', '212443', '212449', '212637', '212641', '212652', '212657', '212659', '212705', '212706', '212713', '212739', '212752', '214056', '214100', '214832', '214835', '214853', '214904', '214915', '214919', '214922', '214934', '215009', '215015', '215030', '215037', '215623', '215635', '215644', '215649', '215731', '215741', '215812', '215816', '215909', '215918', '220001', '220010', '220107', '220111', '220149', '220156', '220249', '220256', '220338', '220341', '220416', '220420', '220641', '220645', '221439', '221448', '221455', '221504', '221506', '221517', '221519', '221524', '221526', '221530', '221534', '221539', '221609', '221614', '221750', '221754', '221803', '221809', '221812', '221819', '221854', '221859', '222305', '222310', '222348', '222352', '222400', '222405', '222504', '222510', '224152', '224156', '224157', '224205', '224251', '224256', '224304', '224321', '224648', '224653', '225721', '225725', '225729', '225741', '225813', '225817', '225822', '225826', '225836', '225840', '225844', '225848', '225900', '225903', '225906', '225916', '225921', '225931', '225932', '225941', '230147', '230152', '230831', '230835', '230938', '230942', '234549', '234555', '234640', '234648', '234714', '234718', '234732', '234739', '234905', '234914', '234925', '234931', '234941', '234946', '234948', '234953'] and [-25, -32, 5387, 5427, 6112, 6050, 5876, 5856, 5830, 5824, 5230, 5220, 4662, 4619, 4540, 4485, 3304, 3426, 4662, 4721, 4072, 4085, 3642, 3612, 4137, 4081, 4032, 3953, 4016, 4068, 3944, 3924, 3911, 3871, 3871, 3832, 3707, 3655, 3674, 3685, 4278, 4173, 4013, 4022, 3946, 3894, 3884, 3835, 3632, 3645, 3731, 3661, 6345, 6424, 6585, 6614, 6158, 6053, 5748, 5695, 5509, 5489, 5095, 5154, 4767, 4682, 4324, 4347, 4013, 4003, 3974, 3944, 3845, 3868, 3245, 3186, 5968, 5880, 5771, 5669, 5640, 5771, 5732, 5626, 5604, 5545, 5505, 5495, 5440, 5430, 5345, 5295, 5259, 5167, 5134, 5122, 4826, 4760, 4288, 4245, 3842, 3826, 3707, 3704, 3488, 3444, 4672, 4669, 4672, 4704, 4354, 4324, 4284, 4239, 3668, 3668, 5545, 5495, 5466, 5236, 5069, 5000, 4935, 4922, 4928, 4885, 4836, 4793, 4740, 4715, 4652, 4514, 4459, 4413, 4400, 4439, 4088, 4098, 4351, 4393, 4088, 4101, 3504, 3442, 3288, 3216, 2992, 2914, 2661, 2651, 2107, 2027, 1992, 1933, 1742, 1696, 1683, 1637]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['190047', '190100', '202155', '202202', '204044', '204050', '204115', '204119', '204428', '204435', '210641', '210647', '211314', '211318', '212432', '212436', '212444', '212449', '212653', '212657', '212700', '212705', '212707', '212713', '212740', '212752', '214854', '214904', '214928', '214934', '215011', '215015', '215031', '215037', '215625', '215635', '215732', '215741', '215910', '215918', '220003', '220010', '220151', '220156', '220251', '220256', '221439', '221448', '221456', '221504', '221507', '221517', '221520', '221524', '221610', '221614', '221804', '221809', '221814', '221819', '221855', '221859', '222306', '222310', '222506', '222510', '224158', '224205', '224309', '224321', '224649', '224653', '225730', '225741', '225911', '225916', '225922', '225931', '225934', '225941', '230831', '230835', '234549', '234555', '234733', '234739', '234906', '234914', '234926', '234931', '234949', '234953'] and [-28, -32, 5381, 5427, 6106, 6050, 5817, 5824, 5230, 5220, 3310, 3426, 4672, 4721, 4131, 4081, 4016, 3953, 3934, 3924, 3901, 3871, 3861, 3832, 3691, 3655, 4016, 4022, 3868, 3835, 3635, 3645, 3731, 3661, 6309, 6424, 6132, 6053, 5502, 5489, 5151, 5154, 4343, 4347, 4000, 4003, 5968, 5880, 5771, 5669, 5616, 5771, 5719, 5626, 5430, 5430, 5239, 5167, 5121, 5122, 4823, 4760, 4281, 4245, 3474, 3444, 4675, 4704, 4265, 4239, 3675, 3668, 5443, 5236, 4629, 4514, 4452, 4413, 4403, 4439, 4351, 4393, 3504, 3442, 2670, 2651, 2103, 2027, 1979, 1933, 1676, 1637]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['190047', '190100', '202155', '202202', '204044', '204050', '204428', '204435', '210641', '210647', '211314', '211318', '212432', '212436', '212444', '212449', '212653', '212657', '212700', '212705', '212707', '212713', '212740', '212752', '214854', '214904', '214929', '214934', '215031', '215037', '215626', '215635', '215732', '215741', '215910', '215918', '220004', '220010', '220151', '220156', '221439', '221448', '221456', '221504', '221507', '221517', '221520', '221524', '221610', '221614', '221804', '221809', '221855', '221859', '222306', '222310', '224158', '224205', '224309', '224321', '224649', '224653', '225730', '225741', '225911', '225916', '225922', '225931', '225935', '225941', '234549', '234555', '234733', '234739', '234906', '234914', '234926', '234931', '234949', '234953'] and [-28, -32, 5381, 5427, 6106, 6050, 5230, 5220, 3310, 3426, 4672, 4721, 4131, 4081, 4016, 3953, 3934, 3924, 3901, 3871, 3861, 3832, 3691, 3655, 4016, 4022, 3868, 3835, 3731, 3661, 6368, 6424, 6132, 6053, 5502, 5489, 5144, 5154, 4343, 4347, 5968, 5880, 5771, 5669, 5616, 5771, 5719, 5626, 5430, 5430, 5239, 5167, 4823, 4760, 4281, 4245, 4675, 4704, 4265, 4239, 3675, 3668, 5443, 5236, 4629, 4514, 4452, 4413, 4396, 4439, 3504, 3442, 2670, 2651, 2103, 2027, 1979, 1933, 1676, 1637]AGL"
8/15/2024,4536-9240051786.igc,Twinshark,4:44:25,180744,225209,HOME,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=180744 and: 935 msl [-12 agl]; Height gain/loss is: 2040
Twinshark Motor noise registered by ENL sensor at t=['180745', '181257'] and [-9, 2100]AGL",,,,,
8/16/2024,4536-9239003331.igc,JS-3-18m,5:31:32,174236,231408,HOME,,,,,,
8/24/2024,4536-9239003543.igc,AS33Es18m,4:10:39,185201,230240,HOME,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=185201 and: 951 msl [7 agl]; Height gain/loss is: 1775
AS33Es18m Motor noise registered by ENL sensor at t=['185202', '185600'] and [4, 1828]AGL",,,,,
8/26/2024,4536-9240051933.igc,ArcusM,4:51:04,163320,212424,HOME,"ArcusM Motor noise registered by ENL sensor at t=['183537', '183538', '194623', '194625'] and [5390, 5334, 2398, 2385]AGL",,,,,
8/30/2024,4536-9241100604.igc,JS-5-24m,4:21:35,181034,223209,HOME,,,,,,
8/12/2024,4536-9240051731.igc,ArcusM,3:12:22,182938,214200,HOME,"ArcusM Motor noise registered by ENL sensor at t=['182954', '182958', '183020', '183022', '204434', '204435', '213327', '213328'] and [23, -22, 193, 194, 4511, 4488, 3064, 3074]AGL",,,,,
8/19/2024,4536-9239003373.igc,AS33Es18m,5:46:59,174847,233546,HOME,,,,,,
8/23/2024,4536-9239003518.igc,JS-3-18m, 6:20:15,175730,1745,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['175736', '175738', '001739', '001741'] and [13, -9, 108, 105]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['001111', '001124', '001320', '001324'] and [1906, 1818, 1525, 1493]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['001111', '001124', '001320', '001324'] and [1906, 1818, 1525, 1493]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['001111', '001124', '001320', '001324'] and [1906, 1818, 1525, 1493]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['001112', '001124'] and [1889, 1818]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['001112', '001124'] and [1889, 1818]AGL"
8/13/2024,4536-9239003212.igc,Ventus3T,4:27:00,175252,221952,HOME,"Ventus3T Motor noise registered by ENL sensor at t=['175254', '175300', '175312', '175314', '175354', '175400', '175538', '175541', '175556', '175559', '221948', '221952'] and [10, 29, 13, 19, 498, 578, 1388, 1476, 1657, 1651, 102, 105]AGL",,,,,
8/19/2024,4536-9241100426.igc,JS-1-21m,5:32:28,180055,233323,HOME,"JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=220613 and: 6856 msl [4694 agl]; Height gain/loss is: 14
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=232418 and: 4317 msl [2825 agl]; Height gain/loss is: -2379
JS-1-21m Motor noise registered by ENL sensor at t=['233252', '233257'] and [134, 115]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['220609', '220720', '232345', '233019', '233257', '233322'] and [4774, 4994, 3018, 987, 115, 85]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['220610', '220720', '232356', '233019'] and [4721, 4994, 2976, 987]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['220613', '220720', '232418', '233019'] and [4694, 4994, 2825, 987]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['232421', '233019'] and [2762, 987]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['232424', '233019'] and [2812, 987]AGL"
8/13/2024,4536-9241100335.igc,EB29R,3:47:52,182247,221039,HOME,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=182247 and: 954 msl [16 agl]; Height gain/loss is: 1690
EB29R Motor noise registered by ENL sensor at t=['182248', '182624'] and [16, 1772]AGL",,,,,
8/18/2024,4536-9239003346.igc,Ventus3T,4:35:41,185826,233407,HOME,,,,,,
8/15/2024,4536-9239003290.igc,AS33ES/18m,5:06:12,174331,224943,HOME,,,,,,
8/13/2024,4536-9239003214.igc,Ventus3T,5:00:10,174709,224719,HOME,,,,,,
8/21/2024,4536-9239003440.igc,Ventus3T, 5:29:31,185522,2453,HOME,"Ventus3T Motor noise registered by ENL sensor at t=['185524', '185533', '185634', '185637', '185844', '185847', '190147', '190148', '190149', '190151', '002429', '002430', '002443', '002452'] and [43, 66, 367, 430, 1574, 1582, 2480, 2500, 2510, 2569, 115, 109, 109, 112]AGL",,,,,
8/14/2024,4536-9239003260.igc,JS-3-18m,4:26:44,175003,221647,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['201511', '201515', '204400', '204406', '213337', '213341', '220905', '220909'] and [4317, 4377, 5063, 5259, 5597, 5571, 3376, 3366]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['201511', '201515', '204400', '204406', '213337', '213341', '220905', '220909'] and [4317, 4377, 5063, 5259, 5597, 5571, 3376, 3366]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['201511', '201515', '204400', '204406', '213337', '213341', '220905', '220909'] and [4317, 4377, 5063, 5259, 5597, 5571, 3376, 3366]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['204401', '204406'] and [5086, 5259]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['204401', '204406'] and [5086, 5259]AGL"
8/28/2024,4536-9239003636.igc,JS-3-18m,2:27:56,180648,203444,LOUT,"JS-3-18m Motor noise registered by ENL sensor at t=['203428', '203429', '203442', '203443'] and [62, 65, 76, 76]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['202930', '202945'] and [1119, 1102]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['202930', '202945'] and [1119, 1102]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['202930', '202945'] and [1119, 1102]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['202931', '202945'] and [1126, 1102]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['202931', '202945'] and [1126, 1102]AGL"
8/16/2024,4536-9239003330.igc,JS-3-18m,4:19:07,181345,223252,HOME,"JS-3-18m's MOP monitor reports Engine Run 259 minutes, starts at T=181345 and: 941 msl [10 agl]; Height gain/loss is: 92
JS-3-18m Motor noise registered by ENL sensor at t=['222213', '222215', '223237', '223238'] and [3097, 3104, 102, 102]AGL",JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['181346'] and [10]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['181346'] and [10]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['181346'] and [10]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['181346'] and [10]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['181346'] and [10]AGL
8/20/2024,4536-9239003421.igc,JS-3-18m, 5:06:55,192952,3647,HOME,,,,,,
8/21/2024,4536-9241100467.igc,EB29R, 4:37:37,195932,3709,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=195932 and: 931 msl [-6 agl]; Height gain/loss is: 1703
EB29R Motor noise registered by ENL sensor at t=['195933', '200511', '200518', '200519', '003646', '003648'] and [-6, 1752, 1814, 1808, 66, 62]AGL",,,,,
8/29/2024,4536-9239003672.igc,JS-3-18m_MM,5:49:38,175510,234448,HOME,,,,,,
8/14/2024,4536-9239003271.igc,JS-3-18m,4:32:41,175750,223031,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['223020', '223027'] and [105, 112]AGL",,,,,
8/26/2024,4536-9239003586.igc,JS-3-18m,4:37:58,171159,214957,HOME,"JS-3-18m's MOP monitor reports Engine Run 277 minutes, starts at T=171159 and: 928 msl [-15 agl]; Height gain/loss is: 95",JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['171200'] and [-18]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['171200'] and [-18]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['171200'] and [-18]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['171200'] and [-18]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['171200'] and [-18]AGL
8/19/2024,4536-9239003382.igc,JS-3-18m,5:18:49,181421,233310,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['221019', '221020'] and [4839, 4843]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['215239', '215243'] and [4465, 4521]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['215239', '215243'] and [4465, 4521]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['215239', '215243'] and [4465, 4521]AGL",,
8/21/2024,4536-9239003453.igc,JS-3-18m, 5:03:34,190509,843,HOME,,,,,,
8/30/2024,4536-9240051993.igc,ArcusT,4:23:38,175841,222219,HOME,,,,,,
8/21/2024,4536-9239003456.igc,JS3-18m,4:36:05,192018,235623,HOME,"JS3-18m Motor noise registered by ENL sensor at t=['235615', '235616'] and [79, 79]AGL",,,,,
8/29/2024,4536-9241100582.igc,JS5,5:54:39,175317,234756,HOME,,,,,,
8/30/2024,4536-9241100602.igc,JS-1-21m,4:02:03,183203,223406,HOME,,,,,,
8/18/2024,4536-9239003341.igc,AS33Es18m,5:22:26,181536,233802,HOME,,,,,,
8/26/2024,4536-9241100536.igc,JS-5-24m,4:54:15,170104,215519,HOME,,"JS-5-24m Motor noise registered by MOP sensor (threshold 300) at t=['170107', '170115'] and [-2, -9]AGL","JS-5-24m Motor noise registered by MOP sensor (threshold 400) at t=['170107', '170115'] and [-2, -9]AGL","JS-5-24m Motor noise registered by MOP sensor (threshold 500) at t=['170107', '170115'] and [-2, -9]AGL","JS-5-24m Motor noise registered by MOP sensor (threshold 600) at t=['170108', '170115'] and [-9, -9]AGL","JS-5-24m Motor noise registered by MOP sensor (threshold 700) at t=['170108', '170115'] and [-9, -9]AGL"
8/29/2024,4536-9240051969.igc,ArcusM,5:34:31,180242,233713,HOME,,,,,,
8/22/2024,4536-9239003476.igc,JS-3-18m, 5:25:07,184435,942,HOME,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=220257 and: 12060 msl [9593 agl]; Height gain/loss is: -315
JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=220642 and: 12900 msl [10423 agl]; Height gain/loss is: -509
JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=223055 and: 12181 msl [9898 agl]; Height gain/loss is: -1958
JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=000045 and: 5252 msl [3691 agl]; Height gain/loss is: -551
JS-3-18m's MOP monitor reports Engine Run 3 minutes, starts at T=000159 and: 4691 msl [3343 agl]; Height gain/loss is: -2024","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['195448', '195452', '202359', '202402', '202429', '202434', '220143', '220234', '220246', '220250', '220257', '220411', '220642', '220759', '220838', '220853', '220859', '220903', '220956', '221028', '221038', '221043', '221108', '221133', '221513', '221520', '222320', '222344', '222519', '222526', '222528', '222603', '223055', '223353', '235955', '000018', '000034', '000044', '000045', '000157', '000159', '000523', '000524', '000536', '000543', '000546'] and [7582, 7588, 7100, 7129, 6808, 6794, 10315, 9855, 9731, 9708, 9593, 9252, 10423, 10033, 9636, 9544, 9317, 9340, 9213, 9097, 9111, 9065, 8452, 8304, 8720, 8720, 8852, 8852, 8081, 7972, 7976, 7890, 9898, 7976, 3838, 3947, 3819, 3721, 3691, 3350, 3343, 1654, 1640, 1670, 1673, 1677]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['195448', '195452', '202359', '202402', '202429', '202434', '220143', '220234', '220246', '220250', '220257', '220411', '220642', '220759', '220838', '220853', '220859', '220903', '220956', '221028', '221038', '221043', '221108', '221133', '221513', '221520', '222320', '222344', '222519', '222526', '222528', '222603', '223055', '223353', '235955', '000018', '000034', '000044', '000045', '000157', '000159', '000523', '000524', '000536', '000543', '000546'] and [7582, 7588, 7100, 7129, 6808, 6794, 10315, 9855, 9731, 9708, 9593, 9252, 10423, 10033, 9636, 9544, 9317, 9340, 9213, 9097, 9111, 9065, 8452, 8304, 8720, 8720, 8852, 8852, 8081, 7972, 7976, 7890, 9898, 7976, 3838, 3947, 3819, 3721, 3691, 3350, 3343, 1654, 1640, 1670, 1673, 1677]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['195448', '195452', '202359', '202402', '202429', '202434', '220143', '220234', '220246', '220250', '220257', '220411', '220642', '220759', '220838', '220853', '220859', '220903', '220956', '221028', '221038', '221043', '221108', '221133', '221513', '221520', '222320', '222344', '222519', '222526', '222528', '222603', '223055', '223353', '235955', '000018', '000034', '000044', '000045', '000157', '000159', '000523', '000524', '000536', '000543', '000546'] and [7582, 7588, 7100, 7129, 6808, 6794, 10315, 9855, 9731, 9708, 9593, 9252, 10423, 10033, 9636, 9544, 9317, 9340, 9213, 9097, 9111, 9065, 8452, 8304, 8720, 8720, 8852, 8852, 8081, 7972, 7976, 7890, 9898, 7976, 3838, 3947, 3819, 3721, 3691, 3350, 3343, 1654, 1640, 1670, 1673, 1677]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['195449', '195452', '220144', '220234', '220257', '220411', '220643', '220759', '220839', '220853', '220957', '221028', '221109', '221133', '221514', '221520', '222321', '222344', '222520', '222526', '222529', '222603', '223056', '223353', '235956', '000018', '000035', '000044', '000046', '000157', '000200', '000523', '000525', '000536'] and [7588, 7588, 10275, 9855, 9593, 9252, 10390, 10033, 9619, 9544, 9203, 9097, 8415, 8304, 8704, 8720, 8842, 8852, 8064, 7972, 7966, 7890, 9902, 7976, 3829, 3947, 3796, 3721, 3678, 3350, 3340, 1654, 1637, 1670]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['195449', '195452', '220144', '220234', '220257', '220411', '220643', '220759', '220839', '220853', '220957', '221028', '221109', '221133', '221514', '221520', '222321', '222344', '222520', '222526', '222529', '222603', '223056', '223353', '235956', '000018', '000035', '000044', '000046', '000157', '000200', '000523', '000525', '000536'] and [7588, 7588, 10275, 9855, 9593, 9252, 10390, 10033, 9619, 9544, 9203, 9097, 8415, 8304, 8704, 8720, 8842, 8852, 8064, 7972, 7966, 7890, 9902, 7976, 3829, 3947, 3796, 3721, 3678, 3350, 3340, 1654, 1637, 1670]AGL"
