Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Sensor Info,Sensor Info (300),Sensor Info (400),Sensor Info (500),Sensor Info (600),Sensor Info (700)
8/18/2024,4536-9241100423.igc,EB29R,5:19:24,180226,232150,HOME,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=180226 and: 931 msl [0 agl]; Height gain/loss is: 1969
EB29R Motor noise registered by ENL sensor at t=['180227', '180615'] and [4, 2015]AGL",,,,,
8/20/2024,4536-9239003400.igc,JS-3-18m_2L, 4:38:50,195722,3612,HOME,,,,,,
8/19/2024,4536-9241100427.igc,JS-1-21m,5:39:43,175203,233146,HOME,"JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=175205 and: 954 msl [16 agl]; Height gain/loss is: 2057
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=192340 and: 6213 msl [5370 agl]; Height gain/loss is: 250
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=192943 and: 6220 msl [5525 agl]; Height gain/loss is: 528
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=193417 and: 6145 msl [5457 agl]; Height gain/loss is: -1057
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=194715 and: 5187 msl [4544 agl]; Height gain/loss is: -1306
JS-1-21m's MOP monitor reports Engine Run 12 minutes, starts at T=200620 and: 6358 msl [5902 agl]; Height gain/loss is: -1414
JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=210236 and: 4960 msl [4360 agl]; Height gain/loss is: 66
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=211517 and: 5823 msl [5236 agl]; Height gain/loss is: 226
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=212221 and: 7267 msl [6697 agl]; Height gain/loss is: -919
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=213432 and: 6856 msl [6079 agl]; Height gain/loss is: -282
JS-1-21m's MOP monitor reports Engine Run 7 minutes, starts at T=214200 and: 7168 msl [5941 agl]; Height gain/loss is: -1076
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=215246 and: 7273 msl [6020 agl]; Height gain/loss is: -161
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=220229 and: 7096 msl [5144 agl]; Height gain/loss is: 486
JS-1-21m's MOP monitor reports Engine Run 13 minutes, starts at T=220615 and: 8287 msl [6267 agl]; Height gain/loss is: -1522
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=223407 and: 6961 msl [4757 agl]; Height gain/loss is: 164
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=224738 and: 6243 msl [3980 agl]; Height gain/loss is: 568
JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=225438 and: 7194 msl [5023 agl]; Height gain/loss is: 253
JS-1-21m's MOP monitor reports Engine Run 24 minutes, starts at T=230617 and: 6958 msl [5095 agl]; Height gain/loss is: -5915
JS-1-21m Motor noise registered by ENL sensor at t=['233111', '233113'] and [108, 115]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['175204', '175559', '192125', '192624', '192805', '193255', '193407', '194049', '194352', '195629', '200204', '200337', '200609', '201856', '202700', '203110', '204028', '204542', '205254', '205937', '210204', '211131', '211505', '211846', '212211', '213207', '213423', '213913', '214132', '214901', '215225', '215723', '215815', '220332', '220603', '222010', '222105', '222140', '222650', '223050', '223352', '223811', '224122', '225106', '225347', '230530', '230606', '233109', '233121'] and [20, 2139, 5867, 5706, 5807, 6082, 5561, 4462, 5617, 3419, 5469, 5705, 5984, 4603, 5443, 5296, 5217, 4790, 5236, 4603, 4734, 4406, 5384, 5472, 6866, 5597, 6254, 5623, 6162, 4816, 6171, 5321, 5236, 5607, 6500, 4679, 4367, 4586, 4764, 4278, 4977, 4872, 5627, 4502, 5137, 5758, 5269, 105, 102]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['175204', '175559', '192138', '192624', '192810', '193255', '193411', '194049', '194402', '195629', '200226', '200337', '200614', '201856', '202858', '203110', '205310', '205937', '210229', '211131', '211511', '211846', '212216', '213207', '213427', '213913', '214143', '214901', '215230', '215723', '215954', '220332', '220608', '222010', '222756', '223050', '223359', '223811', '224136', '225106', '225355', '230530', '230611', '233109', '233123'] and [20, 2139, 5791, 5706, 5758, 6082, 5512, 4462, 5535, 3419, 5335, 5705, 5961, 4603, 5088, 5296, 5135, 4603, 4521, 4406, 5348, 5472, 6781, 5597, 6174, 5623, 6014, 4816, 6145, 5321, 5302, 5607, 6470, 4679, 4387, 4278, 4927, 4872, 5463, 4502, 4987, 5758, 5190, 105, 102]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['175205', '175559', '192340', '192624', '192943', '193255', '193417', '194049', '194715', '195629', '200620', '201856', '210236', '211131', '211517', '211846', '212221', '213207', '213432', '213913', '214200', '214901', '215246', '215723', '220229', '220332', '220615', '222010', '223407', '223811', '224738', '225106', '225438', '230530', '230617', '233109', '233124'] and [16, 2139, 5370, 5706, 5525, 6082, 5457, 4462, 4544, 3419, 5902, 4603, 4360, 4406, 5236, 5472, 6697, 5597, 6079, 5623, 5941, 4816, 6020, 5321, 5144, 5607, 6267, 4679, 4757, 4872, 3980, 4502, 5023, 5758, 5095, 105, 121]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['193156', '193255', '193520', '194049', '200631', '201856', '210256', '211131', '212228', '213207', '213441', '213913', '214220', '214901', '220628', '222010', '230913', '233109', '233128'] and [5351, 6082, 4917, 4462, 5797, 4603, 4229, 4406, 6548, 5597, 5961, 5623, 5837, 4816, 6305, 4679, 4423, 105, 121]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['212235', '213207', '220649', '222010', '230931', '233109', '233133'] and [6532, 5597, 6142, 4679, 4196, 105, 112]AGL"
8/18/2024,4536-9239003361.igc,Ventus3T,5:32:33,180114,233347,HOME,"Ventus3T's MOP monitor reports Engine Run 3 minutes, starts at T=180114 and: 948 msl [36 agl]; Height gain/loss is: 1896
Ventus3T Motor noise registered by ENL sensor at t=['180115', '180422'] and [36, 1778]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 300) at t=['180115', '180445'] and [36, 1890]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 400) at t=['180115', '180445'] and [36, 1890]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 500) at t=['180115', '180445'] and [36, 1890]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 600) at t=['180115', '180445'] and [36, 1890]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 700) at t=['180115', '180445'] and [36, 1890]AGL"
8/30/2024,4536-9240051989.igc,ArcusT,4:35:56,174851,222447,HOME,"ArcusT Motor noise registered by ENL sensor at t=['222436', '222438'] and [105, 105]AGL",,,,,
8/28/2024,4536-9240051957.igc,ArcusT,4:02:27,174443,214710,HOME,"ArcusT's ENL monitor reports Engine Run 1 minutes, starts at T=200422 and: 1289 msl [663 agl]; Height gain/loss is: 1043
ArcusT's ENL monitor reports Engine Run 16 minutes, starts at T=202526 and: 2782 msl [2123 agl]; Height gain/loss is: 1296
ArcusT's ENL monitor reports Engine Run 8 minutes, starts at T=205047 and: 2614 msl [2093 agl]; Height gain/loss is: 1263
ArcusT's ENL monitor reports Engine Run 6 minutes, starts at T=212652 and: 3120 msl [2382 agl]; Height gain/loss is: 590
ArcusT Motor noise registered by ENL sensor at t=['200422', '200619', '202526', '204131', '204133', '204134', '205047', '205912', '212652', '213341', '214703', '214704'] and [663, 1765, 2123, 3481, 3487, 3484, 2093, 3320, 2382, 2956, 88, 95]AGL",,,,,
8/22/2024,4536-9241100480.igc,JS5, 5:41:00,182142,242,HOME,,,,,,
8/26/2024,4536-9241100535.igc,EB29R,4:39:07,170154,214101,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=170154 and: 951 msl [13 agl]; Height gain/loss is: 1827
EB29R Motor noise registered by ENL sensor at t=['170155', '170726', '170729', '170730', '214023', '214024', '214029', '214031', '214035', '214036', '214038', '214040', '214045', '214051', '214056', '214058'] and [13, 1906, 1913, 1916, 115, 115, 134, 112, 108, 108, 112, 112, 112, 118, 115, 115]AGL",,,,,
8/13/2024,4536-9241100324.igc,JS-1,3:33:07,181320,214627,HOME,,,,,,
8/21/2024,4536-9239003461.igc,AS33Es,4:45:54,185928,234522,HOME,,,,,,
8/18/2024,4536-9239003336.igc,JS-3-18m_2L,4:58:43,182612,232455,HOME,"JS-3-18m_2L Motor noise registered by ENL sensor at t=['182618', '182619', '232137', '232138'] and [23, 23, 873, 866]AGL",,,,,
8/16/2024,4536-9240051798.igc,ArcusM,5:27:30,173648,230418,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=173648 and: 928 msl [-2 agl]; Height gain/loss is: 2346
ArcusM Motor noise registered by ENL sensor at t=['173649', '174247', '191902', '191903', '202609', '202610'] and [-5, 2372, 4803, 4820, 4951, 4994]AGL",,,,,
8/18/2024,4536-9240051821.igc,ArcusM,5:12:48,184522,235810,HOME,"ArcusM Motor noise registered by ENL sensor at t=['205038', '205040', '213222', '213223', '223140', '223141', '224200', '224201', '231645', '231646', '233105', '233106'] and [3218, 3205, 3422, 3419, 6184, 6188, 4305, 4308, 4314, 4315, 5447, 5460]AGL",,,,,
8/22/2024,4536-9240051886.igc,ASG32Mi, 5:35:35,183905,1440,HOME,"ASG32Mi Motor noise registered by ENL sensor at t=['211611', '211612', '212624', '212625', '212929', '212930', '212939', '212940', '214537', '214539', '234649', '234650', '001251', '001252', '001431', '001434', '001436', '001438'] and [5643, 5650, 6151, 6142, 8435, 8425, 8244, 8202, 7205, 7152, 5367, 5387, 748, 748, 68, 68, 68, 68]AGL",,,,,
8/26/2024,4536-9241100541.igc,JS-1-21m,4:43:15,170258,214613,HOME,,"JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['213729', '213738'] and [2260, 2097]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['213729', '213738'] and [2260, 2097]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['213729', '213738'] and [2260, 2097]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['213734', '213738'] and [2097, 2097]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['213734', '213738'] and [2097, 2097]AGL"
8/23/2024,4536-9239003502.igc,JS-3-18m, 7:17:32,180733,12505,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['181553', '181554', '181940', '181942', '012443', '012444'] and [3038, 3048, 4973, 4996, 63, 63]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['180747', '180751', '201452', '201459', '201607', '201611', '202235', '202239', '202243', '202247', '202715', '202723'] and [19, 40, 4708, 4760, 4478, 4479, 3874, 3858, 3855, 3841, 3111, 3068]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['180747', '180751', '201452', '201459', '201607', '201611', '202235', '202239', '202243', '202247', '202715', '202723'] and [19, 40, 4708, 4760, 4478, 4479, 3874, 3858, 3855, 3841, 3111, 3068]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['180747', '180751', '201452', '201459', '201607', '201611', '202235', '202239', '202243', '202247', '202715', '202723'] and [19, 40, 4708, 4760, 4478, 4479, 3874, 3858, 3855, 3841, 3111, 3068]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['201453', '201459', '202715', '202723'] and [4738, 4760, 3111, 3068]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['201453', '201459', '202715', '202723'] and [4738, 4760, 3111, 3068]AGL"
8/18/2024,4536-9239003363.igc,JS-3-18m,4:56:21,184538,234159,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['203415', '203420'] and [4071, 4075]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['203415', '203420'] and [4071, 4075]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['203415', '203420'] and [4071, 4075]AGL",,
8/19/2024,4536-9239003386.igc,AS33ES/18m,5:50:59,173217,232316,HOME,,,,,,
8/24/2024,4536-9239003545.igc,JS-3-18m,4:42:33,184945,233218,HOME,,,,,,
8/14/2024,4536-9239003240.igc,18mAS33@ventus,4:53:22,174636,223958,HOME,"18mAS33@ventus Motor noise registered by ENL sensor at t=['175256', '175317'] and [2293, 2448]AGL",,,,,
8/26/2024,4536-9239003587.igc,JS-3-18m,5:00:22,165158,215220,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['194749', '194754', '204943', '204948', '215208', '215213'] and [4360, 4439, 6854, 6762, 118, 105]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['194749', '194754', '204943', '204948', '215208', '215213'] and [4360, 4439, 6854, 6762, 118, 105]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['194749', '194754', '204943', '204948', '215208', '215213'] and [4360, 4439, 6854, 6762, 118, 105]AGL",,
8/16/2024,4536-9239003326.igc,JS-3-18m,5:17:14,180252,232006,HOME,,,,,,
8/23/2024,4536-9239003522.igc,JS-3-18m, 6:37:48,175843,3631,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['003623', '003624'] and [105, 105]AGL",JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['175844'] and [30]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['175844'] and [30]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['175844'] and [30]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['175844'] and [30]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['175844'] and [30]AGL
8/14/2024,4536-9239003256.igc,JS-3-18m_MM,4:16:51,175120,220811,HOME,,,,,,
8/22/2024,4536-9240051878.igc,ArcusM, 5:28:26,184830,1656,HOME,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=184830 and: 912 msl [-35 agl]; Height gain/loss is: 1538
ArcusM Motor noise registered by ENL sensor at t=['184831', '185307'] and [-32, 1571]AGL",,,,,
8/26/2024,4536-9239003565.igc,AS33Es18m,4:09:10,172504,213414,HOME,,,,,,
8/24/2024,4536-9239003554.igc,JS-3-18m,5:03:51,185119,235510,HOME,"JS-3-18m's MOP monitor reports Engine Run 303 minutes, starts at T=185119 and: 938 msl [-5 agl]; Height gain/loss is: 82
JS-3-18m Motor noise registered by ENL sensor at t=['235504', '235506'] and [105, 105]AGL",JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['185120'] and [-5]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['185120'] and [-5]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['185120'] and [-5]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['185120'] and [-5]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['185120'] and [-5]AGL
8/26/2024,4536-9239003584.igc,JS3-18m,4:14:33,172121,213554,HOME,,,,,,
8/13/2024,4536-9240051746.igc,ArcusM,3:54:59,184246,223745,HOME,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=184246 and: 921 msl [-26 agl]; Height gain/loss is: 2103
ArcusM Motor noise registered by ENL sensor at t=['184247', '184918'] and [-26, 2129]AGL",,,,,
8/22/2024,4536-9239003486.igc,JS-3-18m, 5:43:53,185600,3953,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['195951', '200001', '221328', '221333', '223613', '223617', '223631', '223635', '223716', '223720'] and [7024, 7053, 7365, 7319, 6932, 6886, 6670, 6620, 6247, 6237]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['195951', '200001', '221328', '221333', '223613', '223617', '223631', '223635', '223716', '223720'] and [7024, 7053, 7365, 7319, 6932, 6886, 6670, 6620, 6247, 6237]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['195951', '200001', '221328', '221333', '223613', '223617', '223631', '223635', '223716', '223720'] and [7024, 7053, 7365, 7319, 6932, 6886, 6670, 6620, 6247, 6237]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['195952', '200001', '221329', '221333'] and [7014, 7053, 7349, 7319]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['195952', '200001', '221329', '221333'] and [7014, 7053, 7349, 7319]AGL"
8/14/2024,4536-9241100355.igc,EB29R,2:16:48,184040,205728,LOUT,,,,,,
8/29/2024,4536-9241100593.igc,EB29R,6:07:46,173142,233928,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=173142 and: 935 msl [4 agl]; Height gain/loss is: 2014
EB29R Motor noise registered by ENL sensor at t=['173143', '173651', '233904', '233905'] and [0, 2054, 112, 112]AGL",,,,,
8/19/2024,4536-9240051836.igc,Twinshark,5:40:05,174617,232622,HOME,"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=174617 and: 944 msl [19 agl]; Height gain/loss is: 2071
Twinshark Motor noise registered by ENL sensor at t=['174618', '175109'] and [19, 2149]AGL",,,,,
8/23/2024,4536-9239003513.igc,JS-3-18m, 6:43:24,174844,3208,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['175629', '175717'] and [2458, 2664]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['175629', '175717'] and [2458, 2664]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['175629', '175717'] and [2458, 2664]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['175630', '175717'] and [2451, 2664]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['175630', '175717'] and [2451, 2664]AGL"
8/15/2024,4536-9239003287.igc,AS33Es18m,3:44:37,190710,225147,HOME,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=190710 and: 964 msl [33 agl]; Height gain/loss is: 1637
AS33Es18m Motor noise registered by ENL sensor at t=['190711', '191021'] and [33, 1726]AGL",,,,,
8/30/2024,4536-9241100597.igc,JS-1-21m,4:27:13,180749,223502,HOME,"JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=180752 and: 948 msl [23 agl]; Height gain/loss is: 2067
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=191247 and: 5419 msl [4616 agl]; Height gain/loss is: -62
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=193056 and: 2975 msl [2313 agl]; Height gain/loss is: 30
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=194004 and: 5449 msl [4777 agl]; Height gain/loss is: -584
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=194800 and: 4261 msl [3674 agl]; Height gain/loss is: -948
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=195822 and: 3635 msl [3156 agl]; Height gain/loss is: 269
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=205416 and: 4041 msl [3585 agl]; Height gain/loss is: -55
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=210144 and: 4711 msl [4252 agl]; Height gain/loss is: 124
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=210850 and: 5734 msl [5206 agl]; Height gain/loss is: -1752
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=213119 and: 6351 msl [5728 agl]; Height gain/loss is: -587
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=223059 and: 1804 msl [840 agl]; Height gain/loss is: -758","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['180750', '181216', '191103', '191450', '191532', '192208', '192529', '192728', '192802', '192830', '192940', '193209', '193956', '194556', '194700', '195354', '195756', '195924', '200023', '200132', '200451', '200657', '201210', '201630', '203014', '203134', '203439', '203540', '203844', '203946', '204114', '204327', '204818', '205033', '205403', '205627', '210132', '210244', '210701', '211824', '213032', '213704', '213751', '214043', '215313', '215530', '222440', '222911', '223055', '223437', '223447'] and [10, 2140, 5062, 4603, 4085, 3206, 3166, 3137, 2759, 2992, 2749, 2339, 5036, 4222, 4012, 2772, 3382, 3462, 3018, 3077, 2956, 3055, 3589, 3192, 2706, 2684, 2736, 2884, 3570, 3796, 3396, 3124, 3173, 3032, 3770, 3507, 4429, 4383, 5574, 3441, 6008, 5164, 4619, 4212, 5109, 4856, 2549, 1168, 834, 108, 112]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['180750', '181216', '191131', '191450', '191541', '192208', '192555', '192728', '192949', '193209', '194000', '194556', '194753', '195354', '195808', '195924', '200052', '200132', '201217', '201630', '203854', '203946', '205410', '205627', '210139', '210244', '210709', '211824', '213038', '213704', '213806', '214043', '215403', '215530', '222447', '222911', '223057', '223437', '223448'] and [10, 2140, 4935, 4603, 4000, 3206, 2936, 3137, 2684, 2339, 4872, 4222, 3734, 2772, 3251, 3462, 2867, 3077, 3540, 3192, 3523, 3796, 3662, 3507, 4331, 4383, 5511, 3441, 5932, 5164, 4436, 4212, 4852, 4856, 2536, 1168, 836, 108, 112]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['180752', '181216', '191247', '191450', '193056', '193209', '194004', '194556', '194800', '195354', '195822', '195924', '205416', '205627', '210144', '210244', '210850', '211824', '213119', '213704', '223059', '223437', '223450'] and [23, 2140, 4616, 4603, 2313, 2339, 4777, 4222, 3674, 2772, 3156, 3462, 3585, 3507, 4252, 4383, 5206, 3441, 5728, 5164, 840, 108, 128]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['180754', '181216', '194008', '194556', '205431', '205627', '210902', '211824', '223105', '223437', '223453'] and [19, 2140, 4780, 4222, 3485, 3507, 5121, 3441, 834, 108, 128]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['223109', '223437'] and [801, 108]AGL"
8/23/2024,4536-9240051894.igc,ArcusM, 7:02:32,175409,5641,HOME,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=175409 and: 931 msl [0 agl]; Height gain/loss is: 1874
ArcusM Motor noise registered by ENL sensor at t=['175410', '180047', '200640', '200641', '005611', '005612'] and [-2, 1939, 4288, 4249, 69, 72]AGL",,,,,
8/30/2024,4536-9241100605.igc,JS-1-21m,3:50:22,182837,221859,HOME,,,,,,
8/23/2024,4536-9241100507.igc,JS-1-21m, 6:51:30,180740,5910,HOME,,,,,,
8/12/2024,4536-9240051735.igc,ASG32Mi,5:08:56,174153,225049,HOME,"ASG32Mi's ENL monitor reports Engine Run 7 minutes, starts at T=174153 and: 938 msl [7 agl]; Height gain/loss is: 2657
ASG32Mi Motor noise registered by ENL sensor at t=['174155', '174925'] and [4, 2697]AGL",,,,,
